39	50
14.9703	44.61	50
14.9720	44.61	50
14.9737	45.93	50
14.9755	48.31	50
14.9772	46.70	50
14.9789	44.90	50
14.9806	44.47	50
14.9823	46.08	50
14.9841	46.08	50
14.9858	47.01	50
14.9875	47.01	50
14.9892	44.33	50
14.9909	43.77	50
14.9926	45.63	50
14.9943	48.15	50
14.9961	46.85	50
14.9978	44.33	50
14.9995	44.33	50
15.0012	46.08	50
15.0029	46.08	50
15.0046	47.01	50
15.0063	45.33	50
15.0080	44.75	50
15.0097	44.19	50
15.0114	46.08	50
15.0131	47.33	50
15.0148	47.33	50
15.0165	44.90	50
15.0182	44.90	50
15.0200	46.39	50
15.0217	48.65	50
15.0234	47.01	50
15.0251	45.04	50
15.0268	44.47	50
15.0285	46.08	50
15.0302	46.08	50
15.0319	46.70	50
15.0336	46.70	50
15.0354	44.19	50
15.0371	43.77	50
15.0388	45.48	50
15.0405	47.98	50
15.0422	46.85	50
15.0440	45.04	50
15.0457	44.33	50
15.0474	46.54	50
15.0491	46.54	50
15.0508	47.01	50
15.0525	47.01	50
15.0542	44.33	50
15.0559	43.77	50
15.0576	45.48	50
15.0593	48.15	50
15.0610	47.01	50
15.0627	44.61	50
15.0644	44.61	50
15.0662	45.78	50
15.0679	45.78	50
15.0696	47.01	50
15.0713	45.04	50
15.0730	44.33	50
15.0747	44.19	50
15.0765	46.39	50
15.0782	47.33	50
15.0799	47.33	50
15.0816	44.75	50
15.0833	44.75	50
15.0850	46.39	50
15.0868	48.65	50
15.0885	46.85	50
15.0902	44.90	50
15.0919	44.19	50
15.0936	46.54	50
15.0953	46.54	50
15.0970	46.70	50
15.0987	46.70	50
15.1005	44.33	50
15.1022	43.63	50
15.1039	45.19	50
15.1056	47.82	50
15.1073	46.85	50
15.1091	44.47	50
15.1108	44.47	50
15.1125	46.08	50
15.1142	46.08	50
15.1159	47.33	50
15.1177	45.19	50
15.1194	44.33	50
15.1211	44.05	50
15.1229	46.23	50
15.1246	47.33	50
15.1263	47.33	50
15.1280	44.47	50
15.1297	44.47	50
15.1314	46.08	50
15.1332	48.48	50
15.1349	46.85	50
15.1366	44.90	50
15.1384	44.33	50
15.1401	46.08	50
15.1418	46.08	50
15.1435	47.17	50
15.1452	47.17	50
15.1470	44.61	50
15.1487	43.91	50
15.1504	45.48	50
15.1521	47.98	50
15.1538	46.85	50
15.1555	44.33	50
15.1572	44.33	50
15.1589	45.78	50
15.1607	45.78	50
15.1624	47.01	50
15.1641	45.33	50
15.1658	44.90	50
15.1675	44.33	50
15.1692	46.23	50
15.1710	47.49	50
15.1727	47.49	50
15.1744	44.75	50
15.1761	44.75	50
15.1778	45.93	50
15.1796	48.31	50
15.1813	46.70	50
15.1830	45.04	50
15.1847	44.47	50
15.1864	46.39	50
15.1881	46.39	50
15.1899	47.17	50
15.1916	47.17	50
15.1933	44.05	50
15.1950	43.63	50
15.1967	45.63	50
15.1984	48.31	50
15.2002	47.01	50
15.2019	44.33	50
15.2036	44.33	50
15.2053	46.08	50
15.2070	46.08	50
15.2087	47.33	50
15.2104	45.33	50
15.2121	44.47	50
15.2138	44.05	50
15.2155	46.08	50
15.2172	47.65	50
15.2189	47.65	50
15.2206	44.75	50
15.2224	44.75	50
15.2241	46.08	50
15.2258	48.31	50
15.2275	46.70	50
15.2292	44.75	50
15.2309	44.19	50
15.2327	46.08	50
15.2344	46.08	50
15.2361	46.39	50
15.2379	46.39	50
15.2396	44.33	50
15.2413	43.91	50
15.2430	45.63	50
15.2447	47.98	50
15.2464	46.85	50
15.2482	44.33	50
15.2499	44.33	50
15.2516	46.08	50
15.2533	46.08	50
15.2550	47.17	50
15.2567	45.19	50
15.2584	44.47	50
15.2602	44.19	50
15.2619	46.39	50
15.2636	47.33	50
15.2654	47.33	50
15.2671	44.47	50
15.2688	44.47	50
15.2705	46.39	50
15.2722	48.65	50
15.2740	46.85	50
15.2756	44.90	50
15.2774	44.47	50
15.2791	46.23	50
15.2808	46.23	50
15.2825	46.54	50
15.2842	46.54	50
15.2859	44.33	50
15.2877	43.77	50
15.2894	45.63	50
15.2911	48.15	50
15.2929	46.85	50
15.2946	44.33	50
15.2963	44.33	50
15.2980	45.93	50
15.2997	45.93	50
15.3015	46.85	50
15.3032	45.33	50
15.3048	44.75	50
15.3066	44.33	50
15.3083	46.23	50
15.3100	47.33	50
15.3117	47.33	50
15.3134	44.47	50
15.3151	44.47	50
15.3169	46.08	50
15.3186	48.48	50
15.3203	46.85	50
15.3220	44.90	50
15.3238	44.33	50
15.3255	46.08	50
15.3272	46.08	50
15.3289	46.70	50
15.3307	46.70	50
15.3324	44.33	50
15.3341	43.91	50
15.3358	45.63	50
15.3375	47.98	50
15.3393	46.85	50
15.3410	44.47	50
15.3427	44.47	50
15.3444	46.08	50
15.3461	46.08	50
15.3479	46.70	50
15.3496	44.90	50
15.3513	44.33	50
15.3531	44.05	50
15.3548	46.23	50
15.3565	47.33	50
15.3582	47.33	50
15.3599	45.19	50
15.3617	45.19	50
15.3634	45.93	50
15.3651	48.31	50
15.3668	46.85	50
15.3686	45.04	50
15.3703	44.47	50
15.3720	46.08	50
15.3737	46.08	50
15.3754	46.85	50
15.3771	46.85	50
15.3788	44.47	50
15.3806	43.91	50
15.3823	45.48	50
15.3840	47.82	50
15.3857	46.54	50
15.3875	44.61	50
15.3892	44.61	50
15.3909	46.08	50
15.3926	48.48	50
15.3943	47.17	50
15.3961	45.19	50
15.3978	44.33	50
15.3995	44.19	50
15.4012	46.39	50
15.4029	47.33	50
15.4046	47.33	50
15.4063	44.75	50
15.4081	44.75	50
15.4098	46.08	50
15.4115	48.48	50
15.4132	47.01	50
15.4150	44.90	50
15.4167	44.05	50
15.4184	46.08	50
15.4201	46.08	50
15.4218	46.39	50
15.4235	46.39	50
15.4253	44.33	50
15.4270	43.77	50
15.4287	45.48	50
15.4304	47.98	50
15.4321	47.01	50
15.4338	44.47	50
15.4356	44.47	50
15.4373	46.08	50
15.4390	46.08	50
15.4407	46.70	50
15.4424	44.90	50
15.4442	44.33	50
15.4459	44.05	50
15.4476	46.23	50
15.4493	47.33	50
15.4510	47.33	50
15.4527	44.61	50
15.4545	44.61	50
15.4562	45.93	50
15.4579	48.48	50
15.4596	47.01	50
15.4613	44.90	50
15.4630	44.19	50
15.4648	46.08	50
15.4665	46.08	50
15.4682	46.85	50
15.4699	46.85	50
15.4717	44.33	50
15.4734	43.77	50
15.4751	45.63	50
15.4768	48.15	50
15.4785	46.85	50
15.4803	44.33	50
15.4820	44.33	50
15.4837	45.78	50
15.4854	45.78	50
15.4871	46.85	50
15.4888	45.33	50
15.4905	44.90	50
15.4923	44.47	50
15.4940	46.39	50
15.4957	47.01	50
15.4974	47.01	50
15.4992	44.47	50
15.5009	44.47	50
15.5026	46.08	50
15.5043	48.31	50
15.5060	46.70	50
15.5077	45.04	50
15.5095	44.47	50
15.5112	46.08	50
15.5129	46.08	50
15.5146	46.70	50
15.5163	46.70	50
15.5181	44.47	50
15.5198	44.05	50
15.5215	45.63	50
15.5232	47.98	50
15.5249	46.85	50
15.5267	44.33	50
15.5284	44.33	50
15.5301	46.39	50
15.5318	46.39	50
15.5335	46.70	50
15.5353	44.90	50
15.5370	44.33	50
15.5387	44.05	50
15.5404	46.23	50
15.5422	47.49	50
15.5439	47.49	50
15.5456	44.90	50
15.5473	44.90	50
15.5491	46.08	50
15.5508	48.48	50
15.5525	46.85	50
15.5542	45.04	50
15.5559	44.61	50
15.5576	46.23	50
15.5593	46.23	50
15.5611	46.70	50
15.5628	44.90	50
15.5645	44.33	50
15.5662	44.05	50
15.5680	46.08	50
15.5697	48.82	50
15.5714	47.65	50
15.5731	44.61	50
15.5748	44.61	50
15.5765	46.39	50
15.5782	48.65	50
15.5800	46.85	50
15.5817	44.90	50
15.5834	44.33	50
15.5851	46.23	50
15.5868	46.23	50
15.5885	47.01	50
15.5902	47.01	50
15.5919	43.91	50
15.5937	43.91	50
15.5954	45.48	50
15.5971	48.15	50
15.5988	46.70	50
15.6006	44.90	50
15.6023	44.19	50
15.6040	46.54	50
15.6057	46.54	50
15.6074	46.85	50
15.6091	46.85	50
15.6108	44.33	50
15.6125	43.63	50
15.6142	45.19	50
15.6160	47.98	50
15.6177	47.01	50
15.6194	44.90	50
15.6211	44.90	50
15.6228	46.39	50
15.6245	46.39	50
15.6263	47.17	50
15.6280	45.04	50
15.6297	44.33	50
15.6314	44.19	50
15.6332	46.23	50
15.6349	47.33	50
15.6366	47.33	50
15.6383	45.19	50
15.6401	44.47	50
15.6417	46.08	50
15.6435	48.31	50
15.6452	46.70	50
15.6469	44.90	50
15.6486	44.33	50
15.6503	45.93	50
15.6521	45.93	50
15.6538	46.85	50
15.6555	45.04	50
15.6572	44.47	50
15.6590	44.33	50
15.6607	46.54	50
15.6624	47.49	50
15.6641	47.49	50
15.6658	44.47	50
15.6675	44.47	50
15.6693	46.39	50
15.6710	48.65	50
15.6727	46.85	50
15.6744	44.90	50
15.6761	44.47	50
15.6778	46.23	50
15.6795	46.23	50
15.6812	47.01	50
15.6829	47.01	50
15.6847	44.33	50
15.6864	43.77	50
15.6881	45.63	50
15.6898	48.15	50
15.6915	46.70	50
15.6932	45.04	50
15.6950	44.47	50
15.6967	46.08	50
15.6984	46.08	50
15.7001	46.54	50
15.7018	46.54	50
15.7035	44.33	50
15.7052	43.77	50
15.7069	45.48	50
15.7086	47.98	50
15.7104	46.85	50
15.7121	44.33	50
15.7138	44.33	50
15.7155	45.63	50
15.7173	45.63	50
15.7190	46.70	50
15.7207	45.04	50
15.7224	44.75	50
15.7242	44.47	50
15.7259	46.39	50
15.7276	47.33	50
15.7293	47.33	50
15.7310	45.19	50
15.7328	45.19	50
15.7345	45.93	50
15.7362	48.31	50
15.7379	46.70	50
15.7397	44.90	50
15.7414	44.33	50
15.7431	46.39	50
15.7448	46.39	50
15.7466	46.70	50
15.7483	44.75	50
15.7500	44.19	50
15.7517	44.05	50
15.7534	46.23	50
15.7551	48.82	50
15.7569	47.33	50
15.7586	44.90	50
15.7603	44.90	50
15.7620	46.23	50
15.7637	48.82	50
15.7654	47.17	50
15.7671	45.04	50
15.7688	44.47	50
15.7706	46.08	50
15.7723	46.08	50
15.7740	46.70	50
15.7757	46.70	50
15.7774	44.47	50
15.7791	44.05	50
15.7808	45.78	50
15.7825	48.15	50
15.7843	46.70	50
15.7860	44.75	50
15.7877	44.19	50
15.7894	46.08	50
15.7912	46.08	50
15.7929	46.70	50
15.7946	46.70	50
15.7963	44.33	50
15.7980	43.91	50
15.7997	45.78	50
15.8014	48.31	50
15.8031	47.01	50
15.8048	44.33	50
15.8066	44.33	50
15.8083	45.78	50
15.8100	45.78	50
15.8117	46.85	50
15.8134	45.04	50
15.8152	44.61	50
15.8169	44.19	50
15.8186	46.23	50
15.8203	47.65	50
15.8220	47.65	50
15.8238	44.90	50
15.8255	44.90	50
15.8272	45.93	50
15.8289	48.48	50
15.8306	46.85	50
15.8323	45.04	50
15.8341	44.75	50
15.8358	46.39	50
15.8375	46.39	50
15.8392	46.85	50
15.8409	46.85	50
15.8426	44.33	50
15.8443	43.91	50
15.8461	45.63	50
15.8478	47.98	50
15.8495	46.70	50
15.8513	44.33	50
15.8530	44.33	50
15.8547	45.78	50
15.8564	48.48	50
15.8581	47.33	50
15.8598	45.19	50
15.8615	44.47	50
15.8633	44.19	50
15.8650	46.08	50
15.8667	47.49	50
15.8684	47.49	50
15.8701	44.75	50
15.8718	44.75	50
15.8736	46.23	50
15.8753	48.65	50
15.8770	47.01	50
15.8787	45.04	50
15.8804	44.33	50
15.8821	46.08	50
15.8839	46.08	50
15.8856	46.70	50
15.8873	46.70	50
15.8890	44.61	50
15.8907	44.19	50
15.8924	46.08	50
15.8941	48.31	50
15.8958	46.85	50
15.8975	44.75	50
15.8992	44.75	50
15.9009	45.93	50
15.9027	45.93	50
15.9044	46.70	50
15.9061	44.90	50
15.9078	44.33	50
15.9095	44.05	50
15.9113	46.23	50
15.9130	47.33	50
15.9147	47.33	50
15.9164	45.19	50
15.9181	45.19	50
15.9198	46.08	50
15.9215	48.48	50
15.9232	46.85	50
15.9250	44.75	50
15.9267	44.19	50
15.9284	46.08	50
15.9301	46.08	50
15.9318	46.70	50
15.9335	46.70	50
15.9353	44.33	50
15.9370	43.77	50
15.9387	45.63	50
15.9404	48.15	50
15.9421	46.85	50
15.9438	44.61	50
15.9456	44.61	50
15.9473	46.08	50
15.9490	46.08	50
15.9507	47.01	50
15.9524	45.04	50
15.9541	44.47	50
15.9558	44.19	50
15.9575	46.08	50
15.9592	47.33	50
15.9609	47.33	50
15.9626	44.90	50
15.9644	44.90	50
15.9661	46.08	50
15.9678	48.48	50
15.9695	47.01	50
15.9713	44.90	50
15.9730	44.05	50
15.9747	46.08	50
15.9764	46.08	50
15.9781	46.85	50
15.9799	46.85	50
15.9816	44.33	50
15.9833	43.77	50
15.9850	45.48	50
15.9867	47.98	50
15.9885	46.85	50
15.9902	44.61	50
15.9919	44.61	50
15.9936	46.08	50
15.9953	46.08	50
15.9970	46.85	50
15.9987	44.75	50
16.0005	44.05	50
16.0022	43.91	50
16.0039	46.08	50
16.0056	48.48	0
16.0072	47.01	0
16.0088	44.61	0
16.0105	44.61	0
16.0121	45.33	0
16.0137	45.33	0
16.0154	44.75	0
16.0170	44.75	0
16.0187	42.06	0
16.0203	42.06	0
16.0220	42.70	0
16.0236	42.70	0
16.0252	42.44	0
16.0269	42.44	0
16.0285	39.89	0
16.0302	39.89	0
16.0318	39.22	0
16.0334	40.47	0
16.0351	42.44	0
16.0368	41.07	0
16.0384	39.55	0
16.0401	39.11	0
16.0417	39.11	0
16.0434	39.67	0
16.0450	39.67	0
16.0466	39.22	0
16.0483	39.22	0
16.0499	37.33	0
16.0516	36.65	0
16.0532	35.99	0
16.0549	37.04	0
16.0565	37.04	0
16.0582	36.55	0
16.0598	36.55	0
16.0615	34.82	0
16.0631	34.22	0
16.0648	34.22	0
16.0664	34.56	0
16.0681	34.56	0
16.0697	35.71	0
16.0713	34.06	0
16.0730	34.06	0
16.0746	32.32	0
16.0763	32.32	0
16.0779	31.66	0
16.0795	32.62	0
16.0812	32.62	0
16.0828	33.81	0
16.0845	32.10	0
16.0861	32.10	0
16.0877	30.49	0
16.0894	29.90	0
16.0910	29.90	0
16.0926	30.03	0
16.0943	30.03	0
16.0959	30.03	0
16.0976	29.27	0
16.0992	29.27	0
16.1008	29.27	0
16.1025	27.81	0
16.1041	27.27	0
16.1058	27.27	0
16.1074	26.60	0
16.1090	27.27	0
16.1107	27.27	0
16.1123	28.09	0
16.1140	26.60	0
16.1156	26.60	0
16.1172	26.60	0
16.1189	24.41	0
16.1205	24.41	0
16.1222	24.41	0
16.1238	23.79	0
16.1255	24.33	0
16.1271	24.33	0
16.1288	24.33	0
16.1304	24.89	0
16.1321	23.47	0
16.1337	23.47	0
16.1354	23.47	0
16.1370	22.16	0
16.1386	21.55	0
16.1403	21.55	0
16.1419	21.55	0
16.1436	20.84	0
16.1452	21.09	0
16.1469	21.09	0
16.1486	21.09	0
16.1502	21.42	0
16.1519	20.09	0
16.1535	20.09	0
16.1551	20.09	0
16.1568	18.77	0
16.1584	18.77	0
16.1601	18.06	0
16.1617	18.06	0
16.1633	18.06	0
16.1650	17.34	0
16.1666	17.45	0
16.1682	17.45	0
16.1699	17.45	0
16.1715	17.45	0
16.1731	17.52	0
16.1748	17.52	0
16.1764	16.20	0
16.1781	16.20	0
16.1797	16.20	0
16.1814	16.20	0
16.1830	14.87	0
16.1847	14.87	0
16.1863	14.06	0
16.1880	14.06	0
16.1896	14.06	0
16.1912	14.06	0
16.1929	14.06	0
16.1946	13.17	0
16.1962	12.90	0
16.1979	12.90	0
16.1995	12.90	0
16.2011	12.90	0
16.2028	12.90	0
16.2044	12.90	0
16.2061	12.53	0
16.2077	12.53	0
16.2094	11.21	0
16.2110	11.21	0
16.2126	11.21	0
16.2143	11.21	0
16.2159	11.21	0
16.2176	11.21	0
16.2192	11.21	0
16.2209	9.75	0
16.2224	9.75	0
16.2240	9.75	0
16.2255	8.69	0
16.2271	8.69	0
16.2286	8.69	0
16.2302	8.69	0
16.2317	8.69	0
16.2333	8.69	0
16.2348	8.69	0
16.2364	8.69	0
16.2379	8.69	0
16.2395	7.30	0
16.2410	7.30	0
16.2426	7.30	0
16.2441	7.30	0
16.2457	6.36	0
16.2472	6.36	0
16.2488	6.36	0
16.2503	6.36	0
16.2519	6.36	0
16.2534	6.36	0
16.2550	6.36	0
16.2565	6.36	0
16.2580	6.36	0
16.2596	6.36	0
16.2611	6.36	0
16.2627	6.36	0
16.2643	6.36	0
16.2658	6.36	0
16.2674	6.36	0
16.2689	6.36	0
16.2705	6.36	0
16.2720	6.36	0
16.2735	6.36	0
16.2751	6.36	0
16.2766	6.36	0
16.2782	6.36	0
16.2797	6.36	0
16.2813	6.36	0
16.2828	6.36	0
16.2844	6.36	0
16.2859	6.36	0
16.2875	6.36	0
16.2890	6.36	0
16.2905	6.36	0
16.2921	6.36	0
16.2936	6.36	0
16.2952	6.36	0
16.2967	3.12	0
16.2983	3.12	0
16.2998	3.12	0
16.3014	3.12	0
16.3029	3.12	0
16.3044	3.12	0
16.3060	3.12	0
16.3075	3.12	0
16.3091	3.12	0
16.3106	3.12	0
16.3122	3.12	0
16.3137	3.12	0
16.3153	3.12	0
16.3168	3.12	0
16.3184	3.12	0
16.3199	3.12	0
16.3215	3.12	0
16.3230	3.12	0
16.3246	3.12	0
16.3261	3.12	0
16.3277	3.12	0
16.3292	3.12	0
16.3308	3.12	0
